,predicted_lat,predicted_lon,true_latitude,true_longitude
408,38.382008,-57.505436,22.275734,114.169075
409,50.24675,-0.51232404,51.53952,0.080855444
410,49.139137,2.2430806,51.518192,-0.11166044
411,45.456474,1.0103905,41.149605,-8.610991
412,23.51168,116.355896,22.29515,114.17488
413,40.29747,6.9411573,41.388786,2.158991
414,50.673668,3.3078084,51.572094,-0.2952265
415,23.104397,115.62635,22.37093,114.18475
416,-11.817514,-159.05865,-23.56496,-46.637665
417,32.85088,48.12614,1.3526412,103.9549
418,55.413155,16.85082,59.332573,18.0649
419,51.2248,3.8484232,51.58733,-0.16472606
420,53.311317,-160.71078,-36.86629,174.82066
421,23.13132,115.97205,22.284216,114.03788
422,34.85154,133.99373,35.60086,139.68492
423,42.53584,-66.39899,40.714268,-74.00597
424,45.467022,10.912163,40.880764,14.230976
425,23.625097,117.16335,22.317545,114.160095
426,48.518013,3.0405536,51.58089,0.021491349
427,48.649353,18.920515,48.176674,16.414192
428,23.072605,115.69949,22.275652,114.1686
429,50.774326,3.3531148,51.508526,-0.12573974
430,39.410873,-91.59842,64.83778,-147.71638
431,-17.057783,170.24489,64.83778,-147.71638
432,42.960297,-2.2035315,64.83778,-147.71638
433,-0.616913,-66.25916,4.5745144,-74.123436
434,50.671413,3.2367613,51.508526,-0.12573974
435,23.885107,116.65575,22.275692,114.16891
436,50.677643,3.3662877,51.49641,-0.14382783
437,7.9014187,44.451782,22.282324,114.19173
438,37.68636,-33.542103,40.714268,-74.00597
439,9.478141,5.4041214,8.457637,4.5768194
440,56.202053,20.326307,59.93093,10.797179
441,26.118923,54.155956,25.284847,51.536392
442,42.36103,-65.62908,-37.78333,175.28333
443,23.270561,115.230965,22.285519,114.157684
444,21.384172,75.17835,1.4353247,103.78732
445,41.793976,-64.80501,40.714268,-74.00597
446,40.654057,4.4847574,41.388786,2.158991
447,32.525715,44.15867,1.432397,103.773895
448,42.995377,31.047104,50.454655,30.523796
449,38.819294,36.441788,50.454655,30.523796
450,40.019085,-88.66134,46.999996,7.9999986
451,23.132812,115.37063,22.371235,113.965744
452,40.39642,6.890247,41.388786,2.158991
453,4.1875663,104.33125,1.2983489,103.79772
454,50.087383,4.4642196,51.617176,0.04385689
455,22.781233,115.684326,22.275599,114.168846
456,38.6694,-73.24335,40.714268,-74.00597
457,23.01333,115.46325,22.37118,113.96609
458,33.550545,131.08667,22.304798,114.171684
459,38.485264,-73.220314,40.74273,-73.95365
460,23.22098,116.22946,22.335527,114.17393
461,23.252415,115.41272,22.381432,114.27444
462,22.869968,115.60155,22.285519,114.157684
463,48.62863,2.9227269,51.529823,-0.1856089
464,35.268036,128.26234,22.285519,114.157684
465,22.917912,115.57343,22.275599,114.16894
466,51.17957,3.999712,51.50127,-0.09369167
467,46.723392,-61.289543,64.83778,-147.71638
468,51.231113,2.4861004,51.55675,-0.17820318
469,42.438946,90.20464,50.454655,30.523796
470,57.8911,-145.7719,64.83778,-147.71638
471,39.796288,-73.561935,40.752884,-73.97772
472,41.802162,14.560813,-36.86667,174.76666
473,23.34195,116.11904,22.289448,114.21976
474,34.504753,133.48378,35.668266,139.71788
475,59.11859,-147.82794,-37.78333,175.28333
476,23.382746,115.30105,22.37109,114.18518
477,52.229206,7.6541915,51.613407,0.09213345
478,22.747066,115.201706,22.226044,114.1086
479,35.326702,-94.85731,39.84768,-104.67386
480,47.096817,9.750255,43.271133,5.4028645
481,59.170567,25.395308,59.330273,19.821665
482,28.081902,58.488766,1.3528496,103.95504
483,42.757217,-67.42697,40.714268,-74.00597
484,23.141645,116.11475,22.336914,114.176025
485,44.920326,0.73233277,41.149605,-8.610991
486,23.109314,115.53928,22.467928,114.23282
487,13.628442,90.49268,46.999996,7.9999986
488,51.00633,3.3813431,51.525623,-0.13582507
489,55.573605,17.457726,59.332573,18.0649
490,40.13669,6.7677536,41.388786,2.158991
491,42.10422,-63.67643,51.538994,0.05146707
492,41.995598,-64.27317,40.714268,-74.00597
493,19.358648,112.033775,35.671436,139.71875
494,23.816454,116.42934,22.336163,114.1722
495,42.546772,-65.07884,51.512295,-0.18800958
496,50.552094,3.4017828,51.508526,-0.12573974
497,40.73361,4.7255826,41.388786,2.158991
498,28.966349,53.698208,50.454655,30.523796
499,39.35382,-93.027664,37.78127,-122.39526
500,50.58105,3.2797244,51.504517,-0.21873917
501,45.760338,18.339878,1.4313858,103.774025
502,32.74901,131.00763,25.042236,121.50857
503,43.121826,-1.9822683,41.149605,-8.610991
504,56.8891,19.614891,59.332573,18.0649
505,23.131468,115.33897,22.289196,114.21935
506,53.109997,12.246603,52.510605,13.490493
507,23.483047,115.53208,22.37692,114.19483
508,8.969204,5.507268,8.49664,4.5421395
509,22.567005,115.18351,22.284216,114.03802
510,23.049847,115.24736,22.395533,114.19921
511,9.195853,5.8091373,8.154782,4.726763
512,24.137312,117.111015,22.430975,114.23759
513,42.090473,-63.74665,40.714268,-74.00597
514,3.2891932,-66.81622,4.657477,-74.06235
515,40.55959,4.8056455,41.388786,2.158991
516,17.91299,90.33938,50.454655,30.523796
517,23.013462,115.93292,22.297453,114.23728
518,9.821895,95.91681,1.3430626,103.953926
519,35.483147,129.3298,37.508846,127.062904
520,40.6846,6.346249,41.388786,2.158991
521,10.080251,6.8924675,8.155977,4.7262454
522,57.908028,19.578531,64.83778,-147.71638
523,12.996268,4.5219784,8.484488,4.5629244
524,39.589092,-73.36113,40.714268,-74.00597
525,56.329456,17.630238,59.930153,10.714729
526,50.71367,1.6653007,51.54236,-0.34641293
527,23.087513,115.14824,22.395294,114.19939
528,23.10675,115.79566,22.335365,114.15609
529,23.100765,115.33364,22.370771,114.18518
530,36.59366,-120.404396,39.753128,-105.00099
531,24.111992,116.497055,22.33632,114.172424
532,39.19989,-72.27852,40.76544,-73.97995
533,52.50403,2.8486311,51.50127,-0.09369167
534,22.839731,115.50852,22.290426,114.19905
535,22.82238,115.15603,22.275652,114.169044
536,22.812925,115.56908,22.372122,114.17848
537,41.72279,-66.400925,51.49056,-0.20645466
538,37.582138,-79.918816,44.975613,-93.25933
539,9.302165,5.4387126,8.463273,4.5807657
540,23.087072,115.57267,22.208166,114.02836
541,16.908749,98.95838,50.454655,30.523796
542,52.70563,13.181227,52.524364,13.410527
543,8.528471,5.370553,8.154818,4.7266374
544,38.717697,-91.498505,39.739143,-104.984695
545,23.059574,115.72162,22.335766,114.174225
546,46.60317,-62.70476,40.714268,-74.00597
547,23.025433,115.99189,22.290665,114.19939
548,9.458546,5.8403034,8.49664,4.5421395
549,51.072327,3.274991,51.49641,-0.14382783
550,22.089468,115.26785,22.226004,114.10864
551,38.699356,-74.01107,40.714268,-74.00597
552,44.000286,-12.144577,-33.444576,-70.65565
553,22.804268,115.54141,22.277283,114.17265
554,40.733673,3.714129,41.388786,2.158991
555,50.887062,3.2595887,51.508526,-0.12573974
556,27.29999,123.80697,25.044548,121.52419
557,-19.55298,-106.433876,-23.56496,-46.637665
558,23.06994,116.04738,22.35819,114.107376
559,9.898593,6.349687,8.48519,4.562436
560,50.811714,3.3032668,51.52866,-0.13326508
561,51.02041,3.1723669,51.58341,-0.07247862
562,22.96526,115.47018,22.431026,114.23753
563,34.362885,131.65057,37.52818,127.039734
564,40.1819,-6.4693456,41.149605,-8.610991
565,8.909012,6.155731,8.484596,4.562885
566,42.226753,-61.6382,40.714268,-74.00597
567,22.750307,115.54797,22.395533,114.19844
568,8.758149,5.477431,8.154842,4.7266254
569,23.025192,115.556114,22.395613,114.19973
570,9.243461,101.92027,1.355,103.94317
571,51.12754,2.5165625,51.418144,-0.1776787
572,59.812843,-137.45361,52.524364,13.410527
573,22.901316,115.369865,22.372478,114.1781
574,7.693796,106.93025,64.83778,-147.71638
575,22.819218,114.97664,22.372835,114.17857
576,38.080044,-75.562805,40.676903,-73.89956
577,42.20448,-61.02277,40.714268,-74.00597
578,23.344994,115.58831,22.336267,114.171906
579,29.531479,-3.370971,38.75382,-9.230829
580,12.502517,92.17653,1.4303387,103.83258
581,55.655624,16.642492,59.332573,18.0649
582,55.894558,19.347036,59.936504,10.916638
583,28.83678,125.27873,35.640163,139.63162
584,43.74475,-61.159832,40.714268,-74.00597
585,23.59032,115.290115,22.39593,114.19929
586,50.56654,24.58875,50.454655,30.523796
587,23.014359,115.5721,22.288359,114.21022
588,50.89216,3.668507,51.435833,-0.15967877
589,41.792564,-65.84116,51.492355,-0.15647182
590,55.292953,23.038702,59.33721,20.23833
591,20.079865,82.94981,1.3849385,103.7443
592,9.964656,6.263888,8.485249,4.563036
593,9.614965,5.9033284,8.4573,4.576936
594,38.486168,-90.73432,39.739143,-104.984695
595,22.997377,115.2368,22.395533,114.19973
596,23.311544,115.26699,22.395058,114.19939
597,40.556835,6.0085044,41.388786,2.158991
598,26.653847,59.072235,40.855984,14.224357
599,22.960087,115.7243,22.335434,114.17414
600,46.45961,18.779972,59.26332,18.0425
601,22.958038,115.399055,22.285519,114.157684
602,21.881369,112.60534,1.2896689,103.85006
603,41.917526,-64.92009,40.714268,-74.00597
604,38.03285,31.025108,1.3842996,103.744644
605,23.180164,115.17644,22.371725,114.185356
606,40.404633,6.11441,41.388786,2.158991
607,10.154488,4.3007517,7.9999986,3.9999993
608,40.684032,-68.8398,40.714268,-74.00597
609,44.65426,1.7206557,51.513607,-0.15841608
610,50.438004,3.249212,51.514973,-0.30147174
611,41.232735,-61.535404,51.535297,0.035269488
612,35.22344,134.87163,35.640053,139.6315
613,36.29526,31.515846,1.4294351,103.8317
614,9.369206,5.649116,8.154668,4.7267447
615,37.210976,-115.52964,37.783566,-122.39248
616,-15.513064,-56.017464,-33.576458,-70.58232
617,-38.73975,-61.901264,25.284895,51.535725
618,42.23236,-65.71429,40.714268,-74.00597
619,42.60489,-50.22659,64.83778,-147.71638
620,32.33524,127.158585,-23.564909,-46.637634
621,39.542152,-72.983765,40.714268,-74.00597
622,12.21196,2.4350908,38.75382,-9.230829
623,50.745777,2.5070817,51.591793,0.027320625
624,41.868565,-66.12775,51.524837,-0.0116568655
625,50.611744,3.6927748,51.508526,-0.12573974
626,34.136143,134.60349,35.639973,139.63144
627,23.155306,115.380646,22.289234,114.21979
628,9.509201,5.618909,8.484927,4.563035
629,40.51104,-68.515594,40.714268,-74.00597
630,9.401038,4.4045796,8.484566,4.562946
631,50.393772,3.7390964,51.508526,-0.12573974
632,11.626417,109.64236,37.57944,126.99662
633,22.910528,115.43565,22.395058,114.19827
634,42.034843,-65.003075,40.714268,-74.00597
635,23.030096,115.54133,22.394897,114.19939
636,33.032845,151.95677,40.678707,-73.90315
637,23.07905,115.5189,22.430922,114.23772
638,22.951628,115.96845,22.321396,114.17269
639,42.479427,-62.700886,40.714268,-74.00597
640,39.49854,-71.38618,40.714268,-74.00597
641,23.390446,116.77122,22.252314,113.860405
642,23.081013,115.59234,22.22632,114.10882
643,22.600971,115.33686,22.226162,114.10869
644,41.64881,20.346146,42.705967,23.284843
645,38.580875,-72.42637,64.83778,-147.71638
646,43.461346,14.190609,48.853405,2.3487995
647,5.898283,105.74744,21.0,104.99999
648,50.654476,3.1745033,51.562546,-0.30411628
649,34.693615,133.0157,35.639973,139.63144
650,4.381133,103.485954,3.141199,101.68652
651,25.853373,130.04369,37.50835,127.06304
652,47.097828,4.4503922,52.524364,13.410527
653,38.038353,-80.17914,41.149605,-8.610991
654,39.55961,-73.69433,40.745613,-73.94841
655,30.030619,55.306465,1.4320656,103.77413
656,39.774124,-3.6140816,35.601147,139.6846
657,21.209433,10.493006,8.457379,4.576873
658,41.761032,-66.17159,40.714268,-74.00597
659,2.6195896,-2.5030727,8.484938,4.563161
660,42.611927,-58.54605,40.714268,-74.00597
661,51.306316,3.5365453,51.500744,-0.19247971
662,42.34236,-67.53411,40.714268,-74.00597
663,42.182945,-63.523262,40.714268,-74.00597
664,9.540485,5.5499544,8.156144,4.7247806
665,50.875256,2.3590646,51.56446,-0.106495924
666,52.340687,12.503846,48.208015,16.37144
667,50.61051,3.2543683,51.55239,-0.2968218
668,22.786371,115.35309,22.371393,113.96578
669,28.25991,120.1242,40.714268,-74.00597
670,51.03099,4.418648,51.577656,-0.14661814
671,22.942823,115.21216,22.370613,114.18484
672,23.041012,115.75056,22.33005,114.16044
673,47.247795,5.5893793,52.524364,13.410527
674,26.226997,53.314953,25.31804,51.444107
675,40.24772,6.98133,41.388786,2.158991
676,38.413105,-92.52044,39.739143,-104.984695
677,9.88838,5.6194553,8.4847145,4.562909
678,23.43869,115.913956,22.431372,114.237495
679,39.87357,-82.950775,40.67788,-73.89208
680,35.766434,128.05414,37.56427,126.9825
681,41.99646,-3.293936,41.149605,-8.610991
682,23.107208,115.830795,22.334852,114.20954
683,40.361298,6.8379173,41.388786,2.158991
684,22.966602,115.58097,22.319328,114.16928
685,51.09171,2.47402,51.588108,-0.060276784
686,14.445057,88.896385,1.3843064,103.744644
687,50.995502,16.858515,59.96195,10.894763
688,36.176857,135.63353,38.243652,140.84457
689,23.185312,115.523315,22.285519,114.157684
690,41.453682,-67.93808,40.714268,-74.00597
691,66.94878,-157.1696,64.83778,-147.71638
692,23.088942,115.43251,22.37093,114.1851
693,50.828148,2.9139016,51.495842,-0.10071291
694,39.54653,-74.72989,40.680195,-73.88408
695,22.704817,115.48814,22.275534,114.16903
696,40.57771,5.7550826,41.388786,2.158991
697,23.064568,115.657906,22.289314,114.21966
698,50.559124,3.5975037,51.508526,-0.12573974
699,34.71893,131.5261,35.640205,139.63159
700,42.57959,-61.789097,40.714268,-74.00597
701,46.57282,1.8803042,41.149605,-8.610991
702,57.438362,33.523777,59.2761,18.131388
703,26.037676,53.93798,25.279598,51.531372
704,9.489649,5.6235905,8.484857,4.5630774
705,56.51672,17.910837,59.930153,10.714729
706,38.82465,-73.355896,40.714268,-74.00597
707,23.045609,115.36074,22.395613,114.199814
708,55.02963,19.996738,59.33721,20.23833
709,23.178059,115.202034,22.395533,114.199646
710,42.162785,-67.37951,51.49187,-0.19352554
711,42.338013,-67.38877,40.714268,-74.00597
712,23.455374,115.22813,22.37093,114.18475
713,33.791573,132.82849,35.60414,139.68416
714,33.112602,-18.904806,38.75382,-9.230829
715,43.365112,16.583529,42.71082,23.320543
716,40.143658,-88.40658,46.999996,7.9999986
717,23.55344,115.872665,22.430922,114.23762
718,40.2204,7.6507974,41.388786,2.158991
719,50.55103,3.2978241,51.508526,-0.12573974
720,42.99886,-68.37841,40.714268,-74.00597
721,50.656536,3.5696924,51.508526,-0.12573974
722,37.77004,-41.72558,38.75382,-9.230829
723,52.55369,12.357894,59.93482,10.666399
724,42.476204,27.51531,22.242569,114.14886
725,50.66483,3.30503,51.523125,-0.15688215
726,9.593357,6.609948,8.484596,4.563004
727,23.053251,115.63084,22.381937,114.27486
728,47.149734,-67.09304,51.581844,-0.31712514
729,39.674263,35.917397,50.454655,30.523796
730,50.835205,2.6805182,51.492638,-0.2223668
731,50.525253,3.5009122,51.508526,-0.12573974
732,22.95725,115.51076,22.39482,114.1981
733,50.98676,3.2369928,51.402405,-0.19476716
734,36.54906,-128.2665,37.78214,-122.39409
735,42.335407,-11.50152,39.753384,-105.000916
736,63.752995,-152.97247,64.83778,-147.71638
737,3.391615,105.10821,2.6775837,101.97623
738,38.74004,-74.31001,40.714268,-74.00597
739,46.942646,2.1985633,59.27583,16.554722
740,11.875744,-48.18785,-23.56496,-46.637665
741,22.336102,150.73198,-36.862343,174.8095
742,41.49026,-64.28313,51.49357,-0.2248932
743,66.00318,-152.84077,64.83778,-147.71638
744,43.629436,-67.598885,51.477093,-0.28521287
745,39.689823,-5.6566496,41.149605,-8.610991
746,51.031643,4.211198,51.575634,0.090330034
747,9.473382,5.462663,8.48567,4.5628867
748,9.077592,5.091294,8.156144,4.7247806
749,40.427322,-69.01869,40.714268,-74.00597
750,12.25723,96.65384,1.298641,103.7976
751,40.25193,-69.91379,51.49186,-0.27514693
752,47.28354,9.1563425,43.271133,5.4028645
753,-25.067497,-68.342674,-33.519787,-70.59961
754,50.522236,3.9764357,51.50866,-0.12473322
755,26.642479,53.828983,25.3177,51.44002
756,38.354404,29.028654,59.96176,10.923165
757,55.880753,18.510372,59.936504,10.916638
758,35.65642,127.75258,37.51993,127.01559
759,58.79004,-2.0370634,64.83778,-147.71638
760,36.43738,-103.03843,39.753384,-105.000916
761,23.119852,115.61966,22.37101,114.1851
762,21.155634,92.95402,50.454655,30.523796
763,50.914536,3.8206646,51.524582,-0.13825494
764,22.907759,115.57928,22.3154,114.26425
765,42.537666,-62.07041,40.714268,-74.00597
766,51.052265,1.596911,51.511288,-0.12822351
767,37.52803,-115.69763,37.789467,-122.40116
768,26.438974,54.001453,25.315006,51.44053
769,22.779095,115.51286,22.381462,114.27413
770,40.366947,18.41228,46.999996,7.9999986
771,50.486343,3.7654774,51.508526,-0.12573974
772,37.14424,-5.5289755,40.685955,-73.91597
773,39.440186,25.619686,46.999996,7.9999986
774,31.640574,130.40541,22.284946,114.14254
775,23.128414,116.17859,22.35843,114.1072
776,55.272804,19.071283,59.332573,18.0649
777,23.208508,115.31268,22.335686,114.174095
778,35.042645,-63.813675,40.674385,-73.89649
779,35.570747,133.22983,35.601154,139.68463
780,19.706776,92.77417,22.32195,114.17237
781,9.201918,5.5814886,8.485342,4.5632777
782,50.84776,3.2130463,51.529823,-0.1856089
783,37.996563,-74.09908,40.678097,-73.910645
784,22.812368,115.678116,22.373152,114.17874
785,42.37768,-62.442673,40.714268,-74.00597
786,23.309734,116.31787,22.28832,114.2099
787,22.895931,115.644875,22.278868,114.16628
788,50.54837,3.7271426,51.508526,-0.12573974
789,50.80849,2.5813193,51.495842,-0.10071291
790,56.469723,18.878658,59.332573,18.0649
791,24.310581,120.12726,25.13217,121.49831
792,25.433601,53.917423,25.319767,51.44084
793,6.71826,103.775665,1.3012439,103.79923
794,38.62719,-109.46223,39.739143,-104.984695
795,6.733047,2.8224883,8.485461,4.5629764
796,41.544533,-5.749254,39.753384,-105.000916
797,50.549583,3.7870708,51.603786,0.09310641
798,8.954004,5.228836,8.456812,4.5768027
799,41.644035,-64.66534,40.714268,-74.00597
800,22.511992,71.15825,-27.420435,152.99237
801,23.023743,115.772194,22.337233,114.17784
802,45.828495,21.204967,46.999996,7.9999986
803,34.911316,131.07616,37.507236,127.000465
804,50.87152,2.3514147,51.547127,-0.18047474
805,34.9637,132.83652,35.671436,139.71875
806,20.187077,106.7928,1.3432078,103.954124
807,-12.833088,161.29109,-27.466028,153.02618
808,22.460983,113.57832,50.454655,30.523796
809,22.944178,115.73499,22.46781,114.23286
810,50.601303,2.4875677,51.562546,-0.30411628
811,23.138979,115.36719,22.371605,113.965996
812,23.093872,115.93562,25.024591,121.52701
813,23.152925,115.59133,22.371489,114.185875
